                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    194,                 1.2455,                 2.5418,                 0.2331,                 1.1403,                 1.5038,                0.54468,                0.70995,                0.61218,                 0.3874,                0.66384,                0.64181,                0.62845,                0.42403,                  1.475,                 2.6636,                0.09127,                 1.2468,                 1.9126,              0.0004034,              0.0004034,              0.0004034
                    195,                 1.2071,                 2.3928,                0.22291,                 1.1521,                 1.4935,                0.52602,                0.69177,                0.60017,                0.37954,                0.56357,                0.60879,                0.59755,                0.39117,                 1.5295,                 2.7743,                0.08996,                 1.2856,                   1.96,             0.00039974,             0.00039974,             0.00039974
                    196,                 1.2267,                 2.4368,                0.22366,                 1.1175,                 1.4994,                0.51119,                0.72359,                 0.5732,                0.35418,                0.68019,                0.61454,                0.61473,                0.41164,                 1.5195,                 2.5737,                0.09759,                  1.366,                 1.9557,             0.00039607,             0.00039607,             0.00039607
                    197,                 1.1966,                 2.5614,                0.23861,                 1.1575,                 1.4784,                0.50833,                0.70913,                0.57686,                0.35275,                0.64319,                0.59473,                0.61149,                0.40644,                 1.4713,                 2.4678,                0.09162,                 1.2974,                 1.8991,             0.00039241,             0.00039241,             0.00039241
                    198,                 1.2159,                 2.5343,                0.23588,                 1.1385,                 1.4997,                0.54434,                0.71263,                0.58919,                0.35737,                 0.7187,                0.62041,                0.64549,                0.42207,                  1.528,                 2.5867,                0.09998,                 1.3544,                  1.962,             0.00038874,             0.00038874,             0.00038874
                    199,                 1.2214,                 2.5174,                0.23113,                 1.1348,                 1.4974,                   0.52,                0.70589,                0.56811,                0.35774,                0.63455,                0.62353,                 0.5938,                0.40991,                 1.4578,                 2.5854,                0.09435,                 1.3094,                  1.933,             0.00038507,             0.00038507,             0.00038507
                    200,                 1.2029,                 2.4641,                0.22683,                 1.1398,                 1.4774,                0.55614,                  0.707,                0.57516,                 0.3595,                0.57527,                0.66325,                0.62845,                0.41373,                 1.4439,                  2.695,                0.09687,                 1.2535,                  1.913,             0.00038141,             0.00038141,             0.00038141
                    201,                 1.2293,                  2.433,                0.22097,                 1.1568,                 1.4975,                0.55571,                0.73425,                0.60835,                0.38111,                0.76143,                0.61904,                0.66126,                0.42388,                 1.4622,                  2.592,                 0.1043,                 1.2751,                  1.914,             0.00037774,             0.00037774,             0.00037774
                    202,                 1.2302,                 2.4683,                0.22396,                 1.1542,                 1.5012,                0.54377,                0.71464,                0.59168,                0.36301,                0.75588,                0.58823,                0.66386,                0.43224,                 1.4609,                 2.7006,                 0.0935,                 1.2756,                 1.9017,             0.00037407,             0.00037407,             0.00037407
                    203,                 1.2182,                 2.5344,                0.22825,                 1.1594,                 1.4939,                0.54098,                0.69978,                0.59192,                0.35759,                0.70804,                0.57359,                0.62285,                0.40778,                 1.5643,                  2.849,                0.09827,                 1.3061,                 2.0156,             0.00037041,             0.00037041,             0.00037041
                    204,                 1.2319,                 2.4815,                0.23034,                 1.1439,                 1.5103,                0.58368,                0.67484,                 0.6018,                0.36913,                0.62162,                0.61891,                0.62392,                  0.414,                 1.5277,                 2.7034,                0.09257,                 1.2664,                 1.9794,             0.00036674,             0.00036674,             0.00036674
                    205,                 1.2117,                 2.4189,                0.22719,                 1.1192,                 1.4969,                 0.5406,                0.69743,                0.61545,                0.37295,                0.71882,                 0.6155,                0.65703,                0.41753,                 1.5175,                 2.7569,                0.09018,                 1.2833,                 2.0042,             0.00036307,             0.00036307,             0.00036307
                    206,                 1.2248,                 2.4347,                0.22859,                   1.15,                 1.4925,                0.53147,                0.71889,                0.57023,                0.33775,                0.70601,                0.59306,                0.62546,                 0.4121,                 1.6127,                 2.8284,                0.08728,                 1.3346,                 2.0497,             0.00035941,             0.00035941,             0.00035941
                    207,                 1.2187,                 2.5983,                0.23324,                 1.1132,                  1.497,                0.59492,                0.69993,                0.59288,                0.35828,                0.76777,                0.59257,                0.65054,                0.43007,                 1.5735,                 2.7268,                0.08839,                 1.2934,                 2.0562,             0.00035574,             0.00035574,             0.00035574
                    208,                 1.2081,                 2.5431,                0.23198,                 1.1507,                  1.488,                0.60349,                  0.659,                0.60928,                0.38273,                0.71181,                0.58985,                0.65206,                0.44089,                 1.5705,                 2.6466,                0.09391,                 1.2539,                  2.053,             0.00035208,             0.00035208,             0.00035208
                    209,                 1.2104,                 2.3491,                0.22636,                 1.1298,                 1.4888,                0.51298,                0.72626,                0.61979,                0.37047,                0.61551,                0.64177,                0.63326,                0.41331,                 1.5914,                 2.7009,                0.09384,                 1.3282,                 1.9851,             0.00034841,             0.00034841,             0.00034841
                    210,                 1.1989,                 2.3605,                0.22767,                 1.1184,                 1.4864,                0.56856,                 0.6811,                0.58578,                0.35694,                 0.6937,                 0.6082,                0.61482,                0.40356,                 1.4948,                 2.5336,                0.09544,                 1.2618,                 1.9293,             0.00034474,             0.00034474,             0.00034474
                    211,                 1.1878,                 2.2817,                0.22009,                 1.1269,                 1.4793,                0.56453,                0.67801,                0.57041,                 0.3478,                0.67913,                 0.6064,                0.62704,                0.40615,                 1.6104,                 2.6066,                0.09614,                  1.337,                 1.9897,             0.00034108,             0.00034108,             0.00034108
                    212,                 1.2142,                 2.4055,                0.22731,                 1.1213,                 1.4963,                0.53551,                0.71717,                0.59394,                0.37021,                0.65063,                0.58644,                0.60861,                0.40926,                 1.5416,                 2.5684,                0.08393,                 1.2668,                 1.9495,             0.00033741,             0.00033741,             0.00033741
                    213,                   1.21,                 2.3088,                0.22414,                 1.1134,                 1.4833,                 0.5717,                0.60855,                0.60709,                0.37719,                0.65492,                0.64515,                0.62623,                0.39888,                 1.5938,                 2.7274,                0.09406,                 1.3706,                 1.9818,             0.00033374,             0.00033374,             0.00033374
                    214,                 1.2086,                 2.4004,                0.22537,                 1.1233,                 1.4913,                0.58364,                0.70964,                0.60738,                0.37969,                0.56945,                0.61904,                0.59979,                0.39065,                 1.5358,                 2.6318,                0.08709,                 1.2679,                 1.9327,             0.00033008,             0.00033008,             0.00033008
                    215,                  1.188,                 2.4263,                0.22607,                 1.1178,                 1.4853,                0.50806,                0.72189,                0.60371,                0.38208,                0.66109,                0.59505,                0.61784,                0.42661,                 1.5172,                 2.4981,                0.08344,                   1.25,                 1.9109,             0.00032641,             0.00032641,             0.00032641
                    216,                 1.1715,                 2.2792,                0.21664,                 1.1306,                   1.46,                0.55679,                0.66672,                0.58277,                0.36955,                0.57393,                0.62998,                0.62161,                0.42655,                  1.587,                  2.557,                0.09205,                 1.3629,                 1.9881,             0.00032275,             0.00032275,             0.00032275
                    217,                 1.2005,                 2.3624,                0.21733,                 1.1134,                 1.4717,                 0.5436,                0.70876,                 0.6001,                0.37591,                0.70676,                0.58944,                0.62238,                0.40873,                 1.5237,                 2.5254,                0.08974,                 1.2682,                 1.9316,             0.00031908,             0.00031908,             0.00031908
                    218,                 1.1978,                 2.3521,                0.21415,                 1.1113,                 1.4835,                0.56859,                0.68308,                 0.5725,                 0.3573,                0.54737,                0.64217,                0.59711,                0.38674,                 1.5274,                 2.5431,                0.09221,                 1.3139,                 1.9237,             0.00031541,             0.00031541,             0.00031541
                    219,                 1.2142,                 2.3376,                0.22265,                 1.0938,                 1.4822,                0.53949,                0.71814,                0.59252,                0.36667,                0.63264,                0.61765,                0.61217,                0.40643,                 1.5448,                 2.5213,                0.09484,                 1.3415,                 1.9489,             0.00031175,             0.00031175,             0.00031175
                    220,                 1.2058,                 2.3574,                  0.217,                 1.1149,                 1.4813,                0.63191,                0.59327,                0.60623,                0.37384,                0.68075,                0.62586,                0.58772,                0.40918,                 1.5811,                 2.6502,                0.08898,                 1.3202,                 1.9683,             0.00030808,             0.00030808,             0.00030808
                    221,                 1.2157,                 2.4614,                0.23652,                 1.1231,                 1.4911,                0.56919,                0.71762,                0.61887,                0.37536,                0.69253,                0.60032,                0.63004,                 0.4244,                 1.6049,                 2.7665,                0.09126,                 1.2574,                  1.986,             0.00030441,             0.00030441,             0.00030441
                    222,                 1.1806,                 2.3886,                 0.2266,                 1.1075,                 1.4646,                0.59269,                0.57537,                0.60208,                0.37097,                0.62467,                0.61768,                0.59989,                0.40675,                 1.5329,                 2.6979,                0.09763,                 1.2775,                 1.9309,             0.00030075,             0.00030075,             0.00030075
                    223,                 1.1804,                  2.222,                0.21292,                 1.0885,                 1.4582,                0.54085,                0.71717,                0.60438,                0.37582,                0.68801,                0.63081,                0.66078,                0.43224,                 1.5142,                 2.5696,                 0.0942,                 1.2537,                 1.9329,             0.00029708,             0.00029708,             0.00029708
                    224,                 1.1823,                 2.2893,                0.21645,                  1.091,                 1.4558,                0.50651,                 0.7399,                0.60353,                0.36502,                0.63683,                 0.6731,                0.62158,                 0.4057,                 1.5312,                 2.7046,                0.09022,                 1.3179,                 1.9585,             0.00029342,             0.00029342,             0.00029342
                    225,                 1.1811,                 2.4033,                0.21719,                 1.0964,                 1.4694,                0.51837,                0.72359,                0.58961,                0.37429,                0.62072,                0.62132,                0.61186,                0.41661,                 1.5249,                 2.6781,                0.08905,                 1.2583,                 1.9311,             0.00028975,             0.00028975,             0.00028975
                    226,                  1.171,                  2.356,                0.22208,                 1.1129,                 1.4638,                0.52719,                0.72372,                0.57512,                0.36359,                0.50676,                0.68248,                0.58727,                0.38834,                 1.4867,                 2.4928,                0.08373,                 1.2667,                 1.9003,             0.00028608,             0.00028608,             0.00028608
                    227,                 1.1738,                 2.2666,                0.21596,                 1.0976,                 1.4585,                0.51388,                0.69828,                  0.593,                0.37476,                0.67511,                0.63696,                0.64406,                0.42434,                 1.5556,                 2.4767,                0.09244,                 1.2939,                 1.9597,             0.00028242,             0.00028242,             0.00028242
                    228,                 1.1639,                 2.2653,                0.21808,                 1.0915,                 1.4581,                0.57889,                0.68637,                0.59781,                0.37619,                0.60301,                0.58944,                0.62908,                 0.4262,                 1.5686,                 2.5434,                0.08671,                 1.3126,                 1.9794,             0.00027875,             0.00027875,             0.00027875
                    229,                 1.1774,                 2.3116,                0.21812,                 1.1068,                  1.466,                0.54803,                0.69672,                0.59523,                0.36455,                0.53654,                0.62684,                0.59113,                0.42364,                 1.5533,                 2.6974,                0.08814,                 1.2817,                 1.9571,             0.00027508,             0.00027508,             0.00027508
                    230,                  1.197,                 2.2949,                0.21947,                 1.0951,                  1.463,                 0.4737,                0.74444,                0.56636,                 0.3636,                0.59289,                 0.6349,                0.59995,                0.42259,                 1.5728,                 2.8251,                0.08922,                  1.305,                 2.0049,             0.00027142,             0.00027142,             0.00027142
                    231,                 1.1683,                 2.3549,                0.22509,                  1.113,                 1.4654,                0.53374,                0.71225,                 0.5871,                0.37011,                0.52881,                0.69689,                0.60993,                0.38729,                 1.4828,                 2.6067,                0.08612,                 1.3087,                 1.9206,             0.00026775,             0.00026775,             0.00026775
                    232,                 1.1933,                 2.2349,                 0.2115,                 1.1034,                 1.4764,                0.56791,                0.69672,                0.60464,                0.37792,                0.66528,                0.60507,                0.63307,                0.42884,                 1.5287,                 2.5811,                0.08723,                 1.3113,                 1.9641,             0.00026408,             0.00026408,             0.00026408
                    233,                 1.1566,                 2.1589,                0.22541,                 1.0897,                  1.461,                 0.5307,                0.72444,                0.57184,                0.35416,                0.62096,                0.59251,                0.62715,                0.42815,                  1.516,                 2.5891,                0.09038,                 1.3158,                 1.9347,             0.00026042,             0.00026042,             0.00026042
                    234,                  1.164,                 2.2446,                0.22456,                 1.0679,                 1.4605,                0.51414,                0.75326,                0.57857,                0.35451,                0.61525,                0.62752,                0.62035,                0.42572,                 1.4868,                 2.4178,                0.08841,                 1.2651,                 1.9181,             0.00025675,             0.00025675,             0.00025675
                    235,                 1.1508,                 2.1908,                0.21453,                 1.1024,                 1.4541,                0.55554,                0.69672,                0.57754,                0.37111,                 0.6927,                0.58495,                0.63547,                0.42745,                 1.4688,                 2.4158,                0.09321,                 1.3211,                 1.9066,             0.00025309,             0.00025309,             0.00025309
                    236,                 1.1897,                 2.3348,                0.21768,                 1.1147,                 1.4778,                0.54671,                0.70804,                0.58401,                0.37212,                0.64927,                0.61677,                0.63641,                0.43911,                 1.4992,                 2.4519,                0.08534,                 1.3155,                 1.9118,             0.00024942,             0.00024942,             0.00024942
                    237,                 1.1781,                 2.2906,                0.21538,                 1.0885,                 1.4665,                0.55254,                0.72517,                0.56304,                0.36082,                0.69998,                0.58651,                0.61323,                0.42238,                 1.4953,                 2.4656,                0.09103,                 1.3066,                 1.9133,             0.00024575,             0.00024575,             0.00024575
                    238,                 1.1718,                 2.2374,                0.21673,                  1.113,                 1.4511,                0.53568,                0.73839,                0.58617,                0.34857,                 0.6996,                0.61904,                 0.6159,                0.41187,                 1.5197,                 2.5793,                 0.1041,                 1.3383,                 1.9478,             0.00024209,             0.00024209,             0.00024209
                    239,                 1.1346,                 2.1825,                0.21582,                 1.0766,                 1.4219,                0.55256,                0.71634,                0.58721,                0.36239,                0.65997,                0.63601,                0.63082,                0.41889,                 1.4608,                  2.453,                0.09795,                  1.283,                 1.9028,             0.00023842,             0.00023842,             0.00023842
                    240,                 1.1771,                   2.26,                0.21187,                 1.0997,                 1.4674,                0.52656,                0.71737,                0.58259,                0.36649,                0.67551,                0.60895,                0.61533,                0.42916,                 1.4946,                 2.5999,                 0.0846,                 1.2874,                 1.9083,             0.00023475,             0.00023475,             0.00023475
                    241,                 1.1468,                 2.2661,                 0.2202,                 1.0681,                 1.4271,                0.54392,                0.65768,                0.58739,                0.36938,                0.55388,                0.63679,                0.61618,                 0.4244,                 1.5389,                 2.6257,                0.09318,                 1.3219,                 1.9646,             0.00023109,             0.00023109,             0.00023109
                    242,                 1.1561,                 2.1989,                0.21501,                 1.0855,                  1.434,                 0.5302,                0.70572,                0.58184,                0.36532,                0.64694,                 0.6201,                0.62434,                0.41015,                 1.5271,                 2.5173,                0.08446,                 1.2905,                 1.9434,             0.00022742,             0.00022742,             0.00022742
                    243,                 1.1414,                 2.1866,                0.20861,                 1.0892,                 1.4426,                0.52158,                 0.7375,                0.57926,                0.35653,                0.66849,                0.61354,                0.61797,                 0.4138,                 1.6062,                 2.7633,                 0.0812,                 1.3005,                 2.0174,             0.00022376,             0.00022376,             0.00022376
                    244,                 1.1613,                 2.2157,                0.21571,                 1.0714,                   1.45,                0.51177,                0.73535,                0.57864,                0.36081,                0.62743,                0.60523,                0.62334,                 0.4176,                 1.5359,                 2.6783,                0.08226,                 1.2821,                 1.9668,             0.00022009,             0.00022009,             0.00022009
                    245,                 1.1425,                  2.183,                0.20746,                 1.0822,                 1.4424,                0.52707,                0.73167,                0.56325,                0.36332,                0.64457,                0.61561,                0.61184,                0.40494,                 1.5471,                 2.6002,                0.08865,                 1.3112,                 1.9783,             0.00021642,             0.00021642,             0.00021642
                    246,                 1.1606,                 2.3133,                0.22359,                 1.0945,                 1.4395,                0.53246,                0.73605,                0.57659,                 0.3694,                0.65293,                 0.6399,                0.62841,                 0.4157,                 1.6143,                 2.7203,                0.08794,                 1.4256,                 2.0284,             0.00021276,             0.00021276,             0.00021276
                    247,                 1.1622,                 2.1532,                0.20558,                 1.0699,                 1.4503,                 0.5378,                0.73081,                 0.5855,                0.37333,                0.68011,                0.61854,                0.61201,                0.40301,                 1.5259,                 2.6076,                0.08528,                 1.3566,                 1.9586,             0.00020909,             0.00020909,             0.00020909
                    248,                 1.1397,                 2.1471,                 0.2097,                 1.0651,                 1.4317,                0.58478,                0.69152,                0.57593,                0.38193,                0.58656,                0.66145,                0.60047,                0.38719,                 1.5028,                 2.4648,                0.08465,                 1.3328,                 1.9544,             0.00020542,             0.00020542,             0.00020542
                    249,                 1.1684,                 2.3506,                0.20838,                 1.1159,                  1.458,                0.54606,                0.73513,                0.60391,                0.39019,                0.65154,                0.65092,                0.64518,                0.43344,                   1.52,                 2.6089,                0.08466,                 1.3628,                 1.9624,             0.00020176,             0.00020176,             0.00020176
                    250,                 1.1369,                 2.1512,                0.21927,                 1.0897,                 1.4443,                0.53318,                0.72603,                0.58915,                0.37126,                0.66402,                0.65481,                0.62995,                0.42162,                  1.523,                 2.7002,                 0.0832,                 1.3622,                 1.9717,             0.00019809,             0.00019809,             0.00019809
                    251,                 1.1324,                 2.1371,                0.21392,                 1.0668,                 1.4309,                0.51778,                 0.7399,                0.59715,                0.37587,                0.68567,                0.60807,                0.64008,                0.42778,                 1.5116,                 2.5367,                 0.0804,                 1.3504,                 1.9248,             0.00019442,             0.00019442,             0.00019442
                    252,                  1.157,                 2.3361,                0.22322,                 1.0624,                 1.4581,                  0.507,                0.72955,                0.57847,                0.36274,                0.64207,                0.64666,                0.65212,                0.43357,                 1.5087,                 2.5353,                0.08577,                 1.3565,                 1.9412,             0.00019076,             0.00019076,             0.00019076
                    253,                 1.1595,                 2.1875,                0.21013,                 1.0722,                 1.4583,                0.50743,                0.74899,                0.57376,                0.35884,                0.64669,                0.65016,                0.66037,                0.45496,                  1.526,                 2.5546,                0.08171,                 1.3835,                 1.9553,             0.00018709,             0.00018709,             0.00018709
                    254,                 1.1464,                 2.2584,                 0.2147,                 1.0791,                 1.4522,                 0.5315,                0.74669,                0.58989,                0.38014,                0.61384,                0.67081,                0.64144,                0.44293,                 1.4551,                 2.4008,                0.08456,                 1.3585,                 1.8856,             0.00018343,             0.00018343,             0.00018343
                    255,                 1.1379,                 2.1348,                0.21205,                 1.0578,                  1.439,                0.52971,                0.72595,                0.60285,                0.39833,                0.66777,                0.65115,                0.65518,                0.44933,                 1.4751,                 2.4894,                0.08712,                 1.3451,                 1.9017,             0.00017976,             0.00017976,             0.00017976
                    256,                 1.1467,                 2.2203,                0.21526,                 1.0548,                 1.4401,                0.51346,                0.72354,                 0.5949,                0.36805,                0.63783,                0.61773,                0.64829,                0.44342,                 1.5166,                 2.6041,                0.08688,                 1.3243,                 1.9187,             0.00017609,             0.00017609,             0.00017609
                    257,                 1.1368,                  2.172,                0.20948,                 1.0433,                 1.4198,                0.51372,                0.74021,                0.59577,                0.36702,                0.64586,                0.66904,                0.64818,                0.43975,                 1.5276,                 2.4843,                0.08091,                 1.2944,                 1.9351,             0.00017243,             0.00017243,             0.00017243
                    258,                 1.1367,                 2.2207,                0.20959,                 1.0571,                 1.4333,                0.51359,                0.72359,                0.60026,                0.37901,                0.65204,                0.67377,                0.64635,                0.43318,                 1.5207,                 2.6195,                0.08456,                 1.3198,                 1.9539,             0.00016876,             0.00016876,             0.00016876
                    259,                 1.1452,                  2.254,                0.21321,                  1.055,                 1.4328,                0.51381,                 0.7353,                 0.5954,                  0.371,                0.66526,                0.67089,                0.65177,                0.44277,                 1.5355,                 2.5176,                0.08672,                 1.3154,                 1.9476,             0.00016509,             0.00016509,             0.00016509
                    260,                 1.1479,                 2.2806,                0.21503,                 1.0855,                 1.4441,                0.50585,                0.72572,                0.59812,                0.37319,                 0.6969,                0.64798,                0.64948,                0.43775,                  1.536,                 2.5559,                0.08189,                 1.3107,                 1.9233,             0.00016143,             0.00016143,             0.00016143
                    261,                 1.1173,                  2.128,                0.21376,                  1.062,                 1.4219,                0.56994,                0.70995,                0.58555,                0.35457,                0.73164,                0.62077,                0.64151,                0.42755,                 1.5616,                 2.5524,                0.08326,                 1.3443,                 1.9483,             0.00015776,             0.00015776,             0.00015776
                    262,                 1.1038,                 2.0674,                0.21457,                 1.0465,                 1.4028,                0.55046,                0.71904,                0.58023,                0.35901,                0.70581,                 0.6386,                0.63544,                0.42027,                 1.5402,                 2.5096,                0.08161,                 1.3265,                 1.9267,              0.0001541,              0.0001541,              0.0001541
                    263,                 1.1268,                 2.1365,                0.21224,                 1.0551,                 1.4311,                0.54444,                0.72356,                0.59605,                0.37539,                0.64995,                0.67438,                0.64403,                0.43881,                 1.4959,                 2.4306,                0.08347,                 1.3507,                  1.907,             0.00015043,             0.00015043,             0.00015043
                    264,                 1.1389,                 2.2337,                0.21931,                 1.0699,                 1.4393,                0.52807,                0.73723,                0.59831,                0.36619,                0.65979,                 0.6697,                0.65743,                0.43977,                 1.5152,                 2.5876,                 0.0867,                  1.346,                 1.9593,             0.00014676,             0.00014676,             0.00014676
                    265,                 1.1238,                 2.1748,                0.21694,                 1.0619,                 1.4239,                0.53753,                0.72813,                0.59176,                 0.3659,                0.67868,                0.66994,                0.65441,                0.44198,                 1.5317,                 2.4911,                0.08703,                 1.3081,                 1.9557,              0.0001431,              0.0001431,              0.0001431
                    266,                 1.1485,                 2.2175,                0.21853,                 1.0521,                 1.4361,                0.54992,                0.71904,                0.59763,                0.36565,                0.69576,                 0.6608,                0.66051,                0.45219,                 1.5035,                   2.53,                0.08137,                 1.2829,                 1.9384,             0.00013943,             0.00013943,             0.00013943
                    267,                 1.1197,                 2.1377,                0.21162,                 1.0498,                 1.4137,                0.58959,                0.72182,                0.59957,                0.36789,                0.63252,                0.64124,                 0.6326,                0.43203,                 1.4935,                  2.578,                0.08048,                 1.2802,                 1.9242,             0.00013576,             0.00013576,             0.00013576
                    268,                 1.1338,                  2.149,                0.21261,                 1.0612,                 1.4304,                 0.5734,                0.70486,                0.60904,                0.37563,                0.67268,                0.65976,                0.64363,                0.42991,                 1.5114,                 2.4685,                0.08588,                 1.3232,                 1.9476,              0.0001321,              0.0001321,              0.0001321
                    269,                 1.1278,                 2.1464,                0.20611,                 1.0668,                  1.422,                0.53723,                0.72099,                0.58302,                0.36955,                 0.7007,                0.62132,                0.63342,                0.42944,                 1.5116,                 2.5641,                 0.0909,                 1.3165,                 1.9426,             0.00012843,             0.00012843,             0.00012843
                    270,                 1.1444,                 2.2014,                0.21509,                 1.0715,                 1.4503,                 0.5475,                0.72813,                0.58513,                0.36974,                0.62901,                0.63495,                0.62623,                0.43531,                 1.5185,                 2.7446,                0.08937,                 1.2728,                 1.9361,             0.00012477,             0.00012477,             0.00012477
                    271,                 1.1017,                 2.1576,                0.21212,                 1.0437,                 1.4119,                0.52909,                0.71907,                0.56354,                  0.354,                0.64335,                0.65338,                0.62473,                0.42518,                 1.5345,                 2.8489,                 0.0901,                 1.3068,                 1.9492,              0.0001211,              0.0001211,              0.0001211
                    272,                 1.1323,                  2.126,                0.20431,                 1.0699,                 1.4309,                0.51121,                0.70369,                0.56066,                0.34464,                0.66569,                0.64291,                0.62569,                 0.4355,                 1.5408,                 2.8051,                0.08941,                 1.3042,                 1.9555,             0.00011743,             0.00011743,             0.00011743
                    273,                 1.1099,                 2.0922,                 0.2132,                  1.048,                 1.4246,                0.52791,                0.72359,                0.57715,                 0.3585,                0.66566,                0.60043,                0.63325,                0.44359,                 1.5301,                 2.7384,                0.08477,                 1.3093,                  1.939,             0.00011377,             0.00011377,             0.00011377
                    274,                 1.1279,                 2.1313,                 0.2119,                 1.0364,                  1.423,                0.53726,                0.74444,                0.57912,                0.35805,                 0.6734,                0.60992,                0.63705,                 0.4379,                 1.5398,                 2.6749,                0.08771,                 1.3086,                 1.9556,              0.0001101,              0.0001101,              0.0001101
                    275,                 1.1352,                 2.1843,                0.21005,                  1.048,                 1.4168,                0.54572,                0.73526,                0.58401,                0.36448,                0.69331,                0.64859,                 0.6439,                0.43985,                 1.5256,                 2.6843,                0.08979,                 1.3218,                 1.9456,             0.00010643,             0.00010643,             0.00010643
                    276,                 1.0872,                  2.066,                0.20727,                 1.0458,                 1.4098,                0.55019,                0.73535,                0.59076,                0.37125,                0.69441,                0.67742,                0.64952,                  0.439,                  1.515,                 2.6005,                0.09161,                 1.3338,                 1.9289,             0.00010277,             0.00010277,             0.00010277
                    277,                 1.1386,                 2.1318,                0.21536,                 1.0642,                 1.4433,                0.55041,                0.71653,                0.58919,                0.36305,                0.67489,                0.64277,                0.64278,                0.43665,                 1.5527,                 2.6989,                0.09477,                 1.3484,                 1.9709,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    278,                 1.1406,                 2.1773,                0.20978,                 1.0502,                 1.4483,                0.52779,                0.71934,                 0.5763,                0.37299,                0.66791,                0.61223,                0.62723,                0.43493,                 1.5095,                  2.572,                0.09314,                  1.342,                 1.9303,             9.5435e-05,             9.5435e-05,             9.5435e-05
                    279,                 1.1107,                 2.1369,                0.21497,                 1.0409,                 1.4219,                0.54469,                0.70402,                0.57906,                0.36834,                0.68373,                0.61921,                0.62948,                0.43633,                 1.5026,                 2.6522,                 0.0898,                  1.325,                 1.9288,             9.1769e-05,             9.1769e-05,             9.1769e-05
                    280,                 1.1164,                 2.1094,                0.21219,                 1.0455,                  1.439,                 0.5651,                0.69291,                0.57789,                0.36895,                0.67587,                0.62132,                0.63342,                0.42938,                 1.5087,                 2.6527,                0.09253,                 1.3404,                 1.9268,             8.8102e-05,             8.8102e-05,             8.8102e-05
                    281,                 1.1302,                 2.1316,                0.19981,                 1.0503,                 1.4171,                0.60579,                0.68356,                0.57611,                0.36852,                0.60871,                0.65647,                0.63096,                0.42679,                 1.5121,                 2.6253,                0.09049,                 1.3544,                 1.9222,             8.4436e-05,             8.4436e-05,             8.4436e-05
                    282,                 1.1108,                 2.0838,                0.20678,                 1.0313,                 1.4119,                0.57016,                0.68807,                0.57722,                0.37183,                 0.6998,                0.63749,                0.62899,                0.42679,                 1.5002,                 2.6144,                0.08767,                  1.363,                  1.895,              8.077e-05,              8.077e-05,              8.077e-05
                    283,                 1.1342,                 2.1195,                0.21006,                 1.0608,                 1.4365,                0.55408,                0.69859,                0.57669,                0.36194,                0.69335,                0.64859,                0.63419,                0.42782,                 1.4966,                 2.6199,                0.08987,                 1.3874,                 1.9027,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    284,                 1.1053,                 2.0992,                0.21722,                 1.0406,                 1.4172,                0.52591,                0.69859,                0.58195,                0.36999,                0.68242,                0.64987,                0.63703,                0.43171,                  1.469,                 2.5404,                0.08654,                 1.3803,                 1.8902,             7.3437e-05,             7.3437e-05,             7.3437e-05
                    285,                 1.1121,                 2.0745,                0.21048,                 1.0472,                 1.4238,                0.52905,                0.70313,                0.58035,                0.37481,                0.67838,                0.63908,                0.63578,                 0.4365,                 1.4832,                 2.5411,                0.08688,                 1.3708,                 1.8971,             6.9771e-05,             6.9771e-05,             6.9771e-05
                    286,                 1.1258,                 2.2108,                0.21409,                  1.054,                 1.4213,                0.53171,                  0.733,                0.58593,                 0.3773,                0.68456,                0.63487,                 0.6444,                0.44194,                 1.4774,                 2.5614,                0.08845,                 1.3653,                  1.889,             6.6105e-05,             6.6105e-05,             6.6105e-05
                    287,                 1.0971,                 2.1049,                0.21432,                 1.0346,                 1.4072,                0.55601,                0.72813,                0.58336,                0.36585,                0.68303,                0.64226,                0.65838,                 0.4539,                 1.4905,                 2.5528,                0.09101,                 1.3761,                 1.8992,             6.2438e-05,             6.2438e-05,             6.2438e-05
                    288,                  1.126,                 2.0431,                0.20364,                 1.0389,                 1.4237,                0.55259,                0.71149,                0.58068,                0.36432,                0.70227,                0.62314,                0.64264,                0.43971,                 1.5172,                 2.6418,                0.08669,                 1.3758,                 1.9154,             5.8772e-05,             5.8772e-05,             5.8772e-05
                    289,                 1.1055,                 2.0424,                0.20448,                 1.0629,                 1.4078,                0.55821,                0.69121,                 0.5798,                0.36055,                0.68896,                0.61669,                0.64053,                0.43898,                 1.5269,                 2.6282,                0.08512,                 1.3851,                 1.9166,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    290,                  1.107,                 2.0267,                0.20322,                 1.0545,                 1.4065,                0.54334,                0.71846,                0.58117,                0.37095,                0.67584,                0.63153,                0.64314,                0.44468,                 1.5189,                 2.5279,                 0.0843,                 1.3714,                 1.9123,             5.1439e-05,             5.1439e-05,             5.1439e-05
